locus_tag	ftype	length_bp	gene	EC_number	COG	product
EPBGNNHA_00239	gene	1065	ypdF			
EPBGNNHA_00239	CDS	1065	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
EPBGNNHA_00240	gene	426				
EPBGNNHA_00240	CDS	426				putative protein
EPBGNNHA_00241	gene	450	nusB			
EPBGNNHA_00241	CDS	450	nusB		COG0781	Transcription antitermination protein NusB
EPBGNNHA_00242	gene	855	folD			
EPBGNNHA_00242	CDS	855	folD		COG0190	Bifunctional protein FolD protein
EPBGNNHA_00243	gene	1338	xseA			
EPBGNNHA_00243	CDS	1338	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
EPBGNNHA_00244	gene	225	xseB			
EPBGNNHA_00244	CDS	225	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
EPBGNNHA_00245	gene	891				
EPBGNNHA_00245	CDS	891		2.5.1.10		Farnesyl diphosphate synthase
EPBGNNHA_00246	gene	819	tlyA			
EPBGNNHA_00246	CDS	819	tlyA		COG1189	Hemolysin A
EPBGNNHA_00247	gene	450	argR_1			
EPBGNNHA_00247	CDS	450	argR_1		COG1438	Arginine repressor
EPBGNNHA_00248	gene	1683	recN			
EPBGNNHA_00248	CDS	1683	recN		COG0497	DNA repair protein RecN
EPBGNNHA_00249	gene	117				
EPBGNNHA_00249	CDS	117				hypothetical protein
EPBGNNHA_00250	gene	957				
EPBGNNHA_00250	CDS	957				hypothetical protein
EPBGNNHA_00251	gene	369				
EPBGNNHA_00251	CDS	369				hypothetical protein
EPBGNNHA_00252	gene	432	mraZ			
EPBGNNHA_00252	CDS	432	mraZ			Transcriptional regulator MraZ
EPBGNNHA_00253	gene	960	rsmH			
EPBGNNHA_00253	CDS	960	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
EPBGNNHA_00254	gene	402	ftsL			
EPBGNNHA_00254	CDS	402	ftsL			Cell division protein FtsL
EPBGNNHA_00255	gene	2193	pbpX_1			
EPBGNNHA_00255	CDS	2193	pbpX_1		COG0768	Penicillin-binding protein 2X
EPBGNNHA_00256	gene	963	mraY			
EPBGNNHA_00256	CDS	963	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
EPBGNNHA_00257	gene	1362	murD			
EPBGNNHA_00257	CDS	1362	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
EPBGNNHA_00258	gene	1089	murG			
EPBGNNHA_00258	CDS	1089	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
EPBGNNHA_00259	gene	1221	divIB			
EPBGNNHA_00259	CDS	1221	divIB			Cell division protein DivIB
EPBGNNHA_00260	gene	1326	ftsA			
EPBGNNHA_00260	CDS	1326	ftsA		COG0849	Cell division protein FtsA
EPBGNNHA_00261	gene	1242	ftsZ			
EPBGNNHA_00261	CDS	1242	ftsZ		COG0206	Cell division protein FtsZ
EPBGNNHA_00262	gene	678	yggS			
EPBGNNHA_00262	CDS	678	yggS		COG0325	Pyridoxal phosphate homeostasis protein
EPBGNNHA_00263	gene	600	sepF			
EPBGNNHA_00263	CDS	600	sepF			Cell division protein SepF
EPBGNNHA_00264	gene	783				
EPBGNNHA_00264	CDS	783				hypothetical protein
EPBGNNHA_00265	gene	708	divIVA			
EPBGNNHA_00265	CDS	708	divIVA		COG3599	Cell division protein DivIVA
EPBGNNHA_00266	gene	2799	ileS			
EPBGNNHA_00266	CDS	2799	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
EPBGNNHA_00267	gene	1527	zwf			
EPBGNNHA_00267	CDS	1527	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
EPBGNNHA_00268	gene	648	dtxR			
EPBGNNHA_00268	CDS	648	dtxR			Diphtheria toxin repressor
EPBGNNHA_00269	gene	342				
EPBGNNHA_00269	CDS	342				hypothetical protein
EPBGNNHA_00270	gene	729	sfsA			
EPBGNNHA_00270	CDS	729	sfsA		COG1489	Sugar fermentation stimulation protein A
EPBGNNHA_00271	gene	1014	iolU_1			
EPBGNNHA_00271	CDS	1014	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
EPBGNNHA_00272	gene	1278	yfmL			
EPBGNNHA_00272	CDS	1278	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
EPBGNNHA_00273	gene	2703	dgaR_3			
EPBGNNHA_00273	CDS	2703	dgaR_3			Transcriptional regulatory protein DagR
EPBGNNHA_00274	gene	318	ptcB_1			
EPBGNNHA_00274	CDS	318	ptcB_1	2.7.1.204	COG1440	PTS system galactose-specific EIIB component
EPBGNNHA_00275	gene	321	licA_1			
EPBGNNHA_00275	CDS	321	licA_1		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
EPBGNNHA_00276	gene	1461	celB			
EPBGNNHA_00276	CDS	1461	celB		COG1455	PTS system cellobiose-specific EIIC component
EPBGNNHA_00277	gene	222				
EPBGNNHA_00277	CDS	222				hypothetical protein
EPBGNNHA_00278	gene	183				
EPBGNNHA_00278	CDS	183				hypothetical protein
EPBGNNHA_00279	gene	414				
EPBGNNHA_00279	CDS	414				hypothetical protein
EPBGNNHA_00280	gene	1182	eis_1			
EPBGNNHA_00280	CDS	1182	eis_1	2.3.1.-		N-acetyltransferase Eis
EPBGNNHA_00281	gene	165				
EPBGNNHA_00281	CDS	165				hypothetical protein
EPBGNNHA_00282	gene	76				
EPBGNNHA_00282	tRNA	76				tRNA-Arg(cct)
EPBGNNHA_00283	gene	1140	xerC_3			
EPBGNNHA_00283	CDS	1140	xerC_3			Tyrosine recombinase XerC
EPBGNNHA_00284	gene	135				
EPBGNNHA_00284	CDS	135				hypothetical protein
EPBGNNHA_00285	gene	636				
EPBGNNHA_00285	CDS	636				hypothetical protein
EPBGNNHA_00286	gene	636				
EPBGNNHA_00286	CDS	636				hypothetical protein
EPBGNNHA_00287	gene	462				
EPBGNNHA_00287	CDS	462				hypothetical protein
EPBGNNHA_00288	gene	432				
EPBGNNHA_00288	CDS	432				hypothetical protein
EPBGNNHA_00289	gene	321				
EPBGNNHA_00289	CDS	321				hypothetical protein
EPBGNNHA_00290	gene	777				
EPBGNNHA_00290	CDS	777				hypothetical protein
EPBGNNHA_00291	gene	204				
EPBGNNHA_00291	CDS	204				hypothetical protein
EPBGNNHA_00292	gene	339				
EPBGNNHA_00292	CDS	339				hypothetical protein
EPBGNNHA_00293	gene	180				
EPBGNNHA_00293	CDS	180				hypothetical protein
EPBGNNHA_00294	gene	504				
EPBGNNHA_00294	CDS	504				hypothetical protein
EPBGNNHA_00295	gene	699				
EPBGNNHA_00295	CDS	699				hypothetical protein
EPBGNNHA_00296	gene	342				
EPBGNNHA_00296	CDS	342				hypothetical protein
EPBGNNHA_00297	gene	672				
EPBGNNHA_00297	CDS	672				hypothetical protein
EPBGNNHA_00298	gene	687				
EPBGNNHA_00298	CDS	687				hypothetical protein
EPBGNNHA_00299	gene	750				
EPBGNNHA_00299	CDS	750				hypothetical protein
EPBGNNHA_00300	gene	270				
EPBGNNHA_00300	CDS	270				hypothetical protein
EPBGNNHA_00301	gene	165				
EPBGNNHA_00301	CDS	165				hypothetical protein
EPBGNNHA_00302	gene	303				
EPBGNNHA_00302	CDS	303				hypothetical protein
EPBGNNHA_00303	gene	162				
EPBGNNHA_00303	CDS	162				hypothetical protein
EPBGNNHA_00304	gene	300				
EPBGNNHA_00304	CDS	300				hypothetical protein
EPBGNNHA_00305	gene	357				
EPBGNNHA_00305	CDS	357				hypothetical protein
EPBGNNHA_00306	gene	246				
EPBGNNHA_00306	CDS	246				hypothetical protein
EPBGNNHA_00307	gene	420				
EPBGNNHA_00307	CDS	420				hypothetical protein
EPBGNNHA_00308	gene	558				
EPBGNNHA_00308	CDS	558				hypothetical protein
EPBGNNHA_00309	gene	297				
EPBGNNHA_00309	CDS	297				hypothetical protein
EPBGNNHA_00310	gene	414				
EPBGNNHA_00310	CDS	414				hypothetical protein
EPBGNNHA_00311	gene	153				
EPBGNNHA_00311	CDS	153				hypothetical protein
EPBGNNHA_00312	gene	276				
EPBGNNHA_00312	CDS	276				hypothetical protein
EPBGNNHA_00313	gene	168				
EPBGNNHA_00313	CDS	168				hypothetical protein
EPBGNNHA_00314	gene	345				
EPBGNNHA_00314	CDS	345				hypothetical protein
EPBGNNHA_00315	gene	282				
EPBGNNHA_00315	CDS	282				hypothetical protein
EPBGNNHA_00316	gene	315				
EPBGNNHA_00316	CDS	315				hypothetical protein
EPBGNNHA_00317	gene	1695				
EPBGNNHA_00317	CDS	1695				hypothetical protein
EPBGNNHA_00318	gene	1179				
EPBGNNHA_00318	CDS	1179				hypothetical protein
EPBGNNHA_00319	gene	687	clpP_1			
EPBGNNHA_00319	CDS	687	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
EPBGNNHA_00320	gene	1161				
EPBGNNHA_00320	CDS	1161				hypothetical protein
EPBGNNHA_00321	gene	876				
EPBGNNHA_00321	CDS	876				hypothetical protein
EPBGNNHA_00322	gene	312				
EPBGNNHA_00322	CDS	312				hypothetical protein
EPBGNNHA_00323	gene	354				
EPBGNNHA_00323	CDS	354				hypothetical protein
EPBGNNHA_00324	gene	402				
EPBGNNHA_00324	CDS	402				hypothetical protein
EPBGNNHA_00325	gene	414				
EPBGNNHA_00325	CDS	414				hypothetical protein
EPBGNNHA_00326	gene	609				
EPBGNNHA_00326	CDS	609				hypothetical protein
EPBGNNHA_00327	gene	363				
EPBGNNHA_00327	CDS	363				hypothetical protein
EPBGNNHA_00328	gene	3432	smc_1			
EPBGNNHA_00328	CDS	3432	smc_1			Chromosome partition protein Smc
EPBGNNHA_00329	gene	1296				
EPBGNNHA_00329	CDS	1296				ISL3 family transposase ISEfa11
EPBGNNHA_00330	gene	738				
EPBGNNHA_00330	CDS	738				hypothetical protein
EPBGNNHA_00331	gene	2292				
EPBGNNHA_00331	CDS	2292				hypothetical protein
EPBGNNHA_00332	gene	2127				
EPBGNNHA_00332	CDS	2127				hypothetical protein
EPBGNNHA_00333	gene	447				
EPBGNNHA_00333	CDS	447				hypothetical protein
EPBGNNHA_00334	gene	138				
EPBGNNHA_00334	CDS	138				hypothetical protein
EPBGNNHA_00335	gene	294				
EPBGNNHA_00335	CDS	294				hypothetical protein
EPBGNNHA_00336	gene	225				
EPBGNNHA_00336	CDS	225				hypothetical protein
EPBGNNHA_00337	gene	1026				
EPBGNNHA_00337	CDS	1026				hypothetical protein
EPBGNNHA_00338	gene	74				
EPBGNNHA_00338	tRNA	74				tRNA-Met(cat)
EPBGNNHA_00339	gene	291				
EPBGNNHA_00339	CDS	291				IS3 family transposase ISEfa8
EPBGNNHA_00340	gene	837				
EPBGNNHA_00340	CDS	837				IS3 family transposase ISEfa8
EPBGNNHA_00341	gene	495				
EPBGNNHA_00341	CDS	495				IS3 family transposase ISEnfa3
EPBGNNHA_00342	gene	408				
EPBGNNHA_00342	CDS	408				hypothetical protein
EPBGNNHA_00343	gene	402				
EPBGNNHA_00343	CDS	402				hypothetical protein
EPBGNNHA_00344	gene	372				
EPBGNNHA_00344	CDS	372				hypothetical protein
EPBGNNHA_00345	gene	300				
EPBGNNHA_00345	CDS	300				hypothetical protein
EPBGNNHA_00346	gene	222				
EPBGNNHA_00346	CDS	222				hypothetical protein
EPBGNNHA_00347	gene	1188				
EPBGNNHA_00347	CDS	1188				IS256 family transposase IS16
EPBGNNHA_00348	gene	273				
EPBGNNHA_00348	CDS	273				hypothetical protein
EPBGNNHA_00349	gene	924	ccpB			
EPBGNNHA_00349	CDS	924	ccpB			Catabolite control protein B
EPBGNNHA_00350	gene	753	mta			
EPBGNNHA_00350	CDS	753	mta		COG0789	HTH-type transcriptional activator mta
EPBGNNHA_00351	gene	363				
EPBGNNHA_00351	CDS	363				hypothetical protein
EPBGNNHA_00352	gene	1473	pncB2			
EPBGNNHA_00352	CDS	1473	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
EPBGNNHA_00353	gene	825	nadE			
EPBGNNHA_00353	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
EPBGNNHA_00354	gene	891				
EPBGNNHA_00354	CDS	891				hypothetical protein
EPBGNNHA_00355	gene	1518	abfA_1			
EPBGNNHA_00355	CDS	1518	abfA_1	3.2.1.55		Intracellular exo-alpha-(1->5)-L-arabinofuranosidase
EPBGNNHA_00356	gene	1272	ugpB			
EPBGNNHA_00356	CDS	1272	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
EPBGNNHA_00357	gene	897	melD			
EPBGNNHA_00357	CDS	897	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
EPBGNNHA_00358	gene	864	araQ_2			
EPBGNNHA_00358	CDS	864	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
EPBGNNHA_00359	gene	564				
EPBGNNHA_00359	CDS	564				hypothetical protein
EPBGNNHA_00360	gene	1512	abfA_2			
EPBGNNHA_00360	CDS	1512	abfA_2	3.2.1.55	COG3534	Intracellular exo-alpha-(1->5)-L-arabinofuranosidase 1
EPBGNNHA_00361	gene	960				
EPBGNNHA_00361	CDS	960		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
EPBGNNHA_00362	gene	1080	araR_1			
EPBGNNHA_00362	CDS	1080	araR_1		COG1609	Arabinose metabolism transcriptional repressor
EPBGNNHA_00363	gene	1401	xylT			
EPBGNNHA_00363	CDS	1401	xylT			D-xylose transporter
EPBGNNHA_00364	gene	1662	xylB_1			
EPBGNNHA_00364	CDS	1662	xylB_1	2.7.1.17		Xylulose kinase
EPBGNNHA_00365	gene	699	sgbE			
EPBGNNHA_00365	CDS	699	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
EPBGNNHA_00366	gene	1425	araA			
EPBGNNHA_00366	CDS	1425	araA	5.3.1.4		L-arabinose isomerase
EPBGNNHA_00367	gene	1161	ghrB_1			
EPBGNNHA_00367	CDS	1161	ghrB_1	1.1.1.81		Glyoxylate/hydroxypyruvate reductase B
EPBGNNHA_00368	gene	1860				
EPBGNNHA_00368	CDS	1860				hypothetical protein
EPBGNNHA_00369	gene	435				
EPBGNNHA_00369	CDS	435				hypothetical protein
EPBGNNHA_00370	gene	162				
EPBGNNHA_00370	CDS	162				hypothetical protein
EPBGNNHA_00371	gene	1023	pgl			
EPBGNNHA_00371	CDS	1023	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
EPBGNNHA_00372	gene	354				
EPBGNNHA_00372	CDS	354				hypothetical protein
EPBGNNHA_00373	gene	1167				
EPBGNNHA_00373	CDS	1167				hypothetical protein
EPBGNNHA_00374	gene	621	azoR			
EPBGNNHA_00374	CDS	621	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
EPBGNNHA_00375	gene	297				
EPBGNNHA_00375	CDS	297				hypothetical protein
EPBGNNHA_00376	gene	651				
EPBGNNHA_00376	CDS	651				hypothetical protein
EPBGNNHA_00377	gene	1728				
EPBGNNHA_00377	CDS	1728			COG1132	putative ABC transporter ATP-binding protein
EPBGNNHA_00378	gene	255				
EPBGNNHA_00378	CDS	255				hypothetical protein
EPBGNNHA_00379	gene	1638				
EPBGNNHA_00379	CDS	1638		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
EPBGNNHA_00380	gene	870	catE			
EPBGNNHA_00380	CDS	870	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
EPBGNNHA_00381	gene	1026	amiE			
EPBGNNHA_00381	CDS	1026	amiE	3.5.1.28		N-acetylmuramyl-L-alanine amidase
EPBGNNHA_00382	gene	951	gmuF			
EPBGNNHA_00382	CDS	951	gmuF	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
EPBGNNHA_00383	gene	351	mtlA			
EPBGNNHA_00383	CDS	351	mtlA			PTS system mannitol-specific EIICB component
EPBGNNHA_00384	gene	1320				
EPBGNNHA_00384	CDS	1320				hypothetical protein
EPBGNNHA_00385	gene	2034	mtlR			
EPBGNNHA_00385	CDS	2034	mtlR			Transcriptional regulator MtlR
EPBGNNHA_00386	gene	441	mtlF_1			
EPBGNNHA_00386	CDS	441	mtlF_1		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
EPBGNNHA_00387	gene	1128				
EPBGNNHA_00387	CDS	1128				hypothetical protein
EPBGNNHA_00388	gene	678	natA_1			
EPBGNNHA_00388	CDS	678	natA_1	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
EPBGNNHA_00389	gene	1767				
EPBGNNHA_00389	CDS	1767				hypothetical protein
EPBGNNHA_00390	gene	438	mtlF_2			
EPBGNNHA_00390	CDS	438	mtlF_2		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
EPBGNNHA_00391	gene	1152	mtlD			
EPBGNNHA_00391	CDS	1152	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
EPBGNNHA_00392	gene	699	gatD			
EPBGNNHA_00392	CDS	699	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
EPBGNNHA_00393	gene	1353	murT			
EPBGNNHA_00393	CDS	1353	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
EPBGNNHA_00394	gene	1401	ntpJ_1			
EPBGNNHA_00394	CDS	1401	ntpJ_1			Potassium/sodium uptake protein NtpJ
EPBGNNHA_00395	gene	738	queH			
EPBGNNHA_00395	CDS	738	queH	1.17.99.6		Epoxyqueuosine reductase QueH
EPBGNNHA_00396	gene	480				
EPBGNNHA_00396	CDS	480				hypothetical protein
EPBGNNHA_00397	gene	768				
EPBGNNHA_00397	CDS	768				hypothetical protein
EPBGNNHA_00398	gene	570	spsB			
EPBGNNHA_00398	CDS	570	spsB	3.4.21.89		Signal peptidase IB
EPBGNNHA_00399	gene	603	COQ5_1			
EPBGNNHA_00399	CDS	603	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
EPBGNNHA_00400	gene	231				
EPBGNNHA_00400	CDS	231				hypothetical protein
EPBGNNHA_00401	gene	249				
EPBGNNHA_00401	CDS	249				hypothetical protein
EPBGNNHA_00402	gene	597	tdk			
EPBGNNHA_00402	CDS	597	tdk	2.7.1.21		Thymidine kinase
EPBGNNHA_00403	gene	1074	prfA			
EPBGNNHA_00403	CDS	1074	prfA		COG0216	Peptide chain release factor 1
EPBGNNHA_00404	gene	840	prmC			
EPBGNNHA_00404	CDS	840	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
EPBGNNHA_00405	gene	1026	ywlC			
EPBGNNHA_00405	CDS	1026	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
EPBGNNHA_00406	gene	162				
EPBGNNHA_00406	CDS	162				hypothetical protein
EPBGNNHA_00407	gene	1245	glyA			
EPBGNNHA_00407	CDS	1245	glyA	2.1.2.1		Serine hydroxymethyltransferase
EPBGNNHA_00408	gene	948	nlhH			
EPBGNNHA_00408	CDS	948	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
EPBGNNHA_00409	gene	630	upp			
EPBGNNHA_00409	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
EPBGNNHA_00410	gene	243				
EPBGNNHA_00410	CDS	243				hypothetical protein
EPBGNNHA_00411	gene	73				
EPBGNNHA_00411	tRNA	73				tRNA-Thr(cgt)
EPBGNNHA_00412	gene	639				
EPBGNNHA_00412	CDS	639				hypothetical protein
EPBGNNHA_00413	gene	633				
EPBGNNHA_00413	CDS	633				hypothetical protein
EPBGNNHA_00414	gene	300				
EPBGNNHA_00414	CDS	300				hypothetical protein
EPBGNNHA_00415	gene	2166	cna			
EPBGNNHA_00415	CDS	2166	cna			Collagen adhesin
EPBGNNHA_00416	gene	486	proX			
EPBGNNHA_00416	CDS	486	proX		COG3760	Prolyl-tRNA editing protein ProX
EPBGNNHA_00417	gene	642	yecS_1			
EPBGNNHA_00417	CDS	642	yecS_1		COG0765	L-cystine transport system permease protein YecS
EPBGNNHA_00418	gene	636	glnQ_1			
EPBGNNHA_00418	CDS	636	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
EPBGNNHA_00419	gene	816	fliY			
EPBGNNHA_00419	CDS	816	fliY		COG0834	L-cystine-binding protein FliY
EPBGNNHA_00420	gene	1437	bglC			
EPBGNNHA_00420	CDS	1437	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
EPBGNNHA_00421	gene	2448	spoIIIE			
EPBGNNHA_00421	CDS	2448	spoIIIE		COG1674	DNA translocase SpoIIIE
EPBGNNHA_00422	gene	1068	rlmN			
EPBGNNHA_00422	CDS	1068	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
EPBGNNHA_00423	gene	1104				
EPBGNNHA_00423	CDS	1104				hypothetical protein
EPBGNNHA_00424	gene	549				
EPBGNNHA_00424	CDS	549				hypothetical protein
EPBGNNHA_00425	gene	1662	dppE			
EPBGNNHA_00425	CDS	1662	dppE		COG4166	Dipeptide-binding protein DppE
EPBGNNHA_00426	gene	348				
EPBGNNHA_00426	CDS	348				hypothetical protein
EPBGNNHA_00427	gene	942	oppB			
EPBGNNHA_00427	CDS	942	oppB		COG0601	Oligopeptide transport system permease protein OppB
EPBGNNHA_00428	gene	1044	dppC			
EPBGNNHA_00428	CDS	1044	dppC		COG1173	Dipeptide transport system permease protein DppC
EPBGNNHA_00429	gene	1071	oppD_1			
EPBGNNHA_00429	CDS	1071	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
EPBGNNHA_00430	gene	954	oppF_1			
EPBGNNHA_00430	CDS	954	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
EPBGNNHA_00431	gene	1011				
EPBGNNHA_00431	CDS	1011				IS200/IS605 family transposase ISEfa4
EPBGNNHA_00432	gene	822				
EPBGNNHA_00432	CDS	822				hypothetical protein
EPBGNNHA_00433	gene	279				
EPBGNNHA_00433	CDS	279				hypothetical protein
EPBGNNHA_00434	gene	2010	metG			
EPBGNNHA_00434	CDS	2010	metG	6.1.1.10		Methionine--tRNA ligase
EPBGNNHA_00435	gene	588				
EPBGNNHA_00435	CDS	588				hypothetical protein
EPBGNNHA_00436	gene	1323	steT_1			
EPBGNNHA_00436	CDS	1323	steT_1		COG0531	Serine/threonine exchanger SteT
EPBGNNHA_00437	gene	777	dtd3			
EPBGNNHA_00437	CDS	777	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
EPBGNNHA_00438	gene	561	rnmV			
EPBGNNHA_00438	CDS	561	rnmV	3.1.26.8	COG1658	Ribonuclease M5
EPBGNNHA_00439	gene	885	rsmA			
EPBGNNHA_00439	CDS	885	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
EPBGNNHA_00440	gene	630	niaX			
EPBGNNHA_00440	CDS	630	niaX			Niacin transporter NiaX
EPBGNNHA_00441	gene	1110	msmX			
EPBGNNHA_00441	CDS	1110	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
EPBGNNHA_00442	gene	423	mgsA			
EPBGNNHA_00442	CDS	423	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
EPBGNNHA_00443	gene	537	folT_1			
EPBGNNHA_00443	CDS	537	folT_1			Folate transporter FolT
EPBGNNHA_00444	gene	1764				
EPBGNNHA_00444	CDS	1764			COG1132	putative ABC transporter ATP-binding protein
EPBGNNHA_00445	gene	1716				
EPBGNNHA_00445	CDS	1716			COG1132	putative ABC transporter ATP-binding protein
EPBGNNHA_00446	gene	225				
EPBGNNHA_00446	CDS	225				hypothetical protein
EPBGNNHA_00447	gene	2769	dgaR_4			
EPBGNNHA_00447	CDS	2769	dgaR_4			Transcriptional regulatory protein DagR
EPBGNNHA_00448	gene	420	manX_3			
EPBGNNHA_00448	CDS	420	manX_3	2.7.1.191		PTS system mannose-specific EIIAB component
EPBGNNHA_00449	gene	471				
EPBGNNHA_00449	CDS	471		2.7.1.-		putative phosphotransferase enzyme IIB component
EPBGNNHA_00450	gene	780	sorA_2			
EPBGNNHA_00450	CDS	780	sorA_2		COG3715	PTS system sorbose-specific EIIC component
EPBGNNHA_00451	gene	822	manZ_3			
EPBGNNHA_00451	CDS	822	manZ_3		COG3716	PTS system mannose-specific EIID component
EPBGNNHA_00452	gene	1050	nodM			
EPBGNNHA_00452	CDS	1050	nodM	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
EPBGNNHA_00453	gene	1005	frlB_1			
EPBGNNHA_00453	CDS	1005	frlB_1	3.5.-.-	COG2222	Fructosamine deglycase FrlB
EPBGNNHA_00454	gene	1020	gpsA_1			
EPBGNNHA_00454	CDS	1020	gpsA_1	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
EPBGNNHA_00455	gene	1251				
EPBGNNHA_00455	CDS	1251				IS110 family transposase ISSpn10
EPBGNNHA_00456	gene	882	gtaB_1			
EPBGNNHA_00456	CDS	882	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
EPBGNNHA_00457	gene	378				
EPBGNNHA_00457	CDS	378				hypothetical protein
EPBGNNHA_00458	gene	615				
EPBGNNHA_00458	CDS	615				hypothetical protein
EPBGNNHA_00459	gene	1740				
EPBGNNHA_00459	CDS	1740				hypothetical protein
EPBGNNHA_00460	gene	1185	iadA			
EPBGNNHA_00460	CDS	1185	iadA	3.4.19.-		Isoaspartyl dipeptidase
EPBGNNHA_00461	gene	204				
EPBGNNHA_00461	CDS	204				hypothetical protein
EPBGNNHA_00462	gene	663	lolD			
EPBGNNHA_00462	CDS	663	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
EPBGNNHA_00463	gene	1503				
EPBGNNHA_00463	CDS	1503				hypothetical protein
EPBGNNHA_00464	gene	1680	rnj2			
EPBGNNHA_00464	CDS	1680	rnj2	3.1.-.-		Ribonuclease J 2
EPBGNNHA_00465	gene	477	ybaK_1			
EPBGNNHA_00465	CDS	477	ybaK_1	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
EPBGNNHA_00466	gene	681				
EPBGNNHA_00466	CDS	681				hypothetical protein
EPBGNNHA_00467	gene	1332	IMPDH			
EPBGNNHA_00467	CDS	1332	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
EPBGNNHA_00468	gene	963	nrnA			
EPBGNNHA_00468	CDS	963	nrnA	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
EPBGNNHA_00469	gene	339				
EPBGNNHA_00469	CDS	339				hypothetical protein
EPBGNNHA_00470	gene	708				
EPBGNNHA_00470	CDS	708				hypothetical protein
EPBGNNHA_00471	gene	1482				
EPBGNNHA_00471	CDS	1482				hypothetical protein
EPBGNNHA_00472	gene	534				
EPBGNNHA_00472	CDS	534				hypothetical protein
EPBGNNHA_00473	gene	1371	rsmF			
EPBGNNHA_00473	CDS	1371	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
EPBGNNHA_00474	gene	336				
EPBGNNHA_00474	CDS	336				hypothetical protein
EPBGNNHA_00475	gene	858	lrp			
EPBGNNHA_00475	CDS	858	lrp			Leucine-rich protein
EPBGNNHA_00476	gene	516	tadA_1			
EPBGNNHA_00476	CDS	516	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
EPBGNNHA_00477	gene	255				
